position,name,height,foot,current league,current club,24/25 minutes,24/25 goals,24/25 games,24/25 assists,23/24 minutes,23/24 goals,23/24 games,23/24 assists,22/23 minutes,22/23 goals,22/23 games,22/23 assists,21/22 minutes,21/22 goals,21/22 games,21/22 assists,20/21 minutes,20/21 goals,20/21 games,20/21 assists,19/20 minutes,19/20 goals,19/20 games,19/20 assists,18/19 minutes,18/19 goals,18/19 games,18/19 assists,17/18 minutes,17/18 goals,17/18 games,17/18 assists,16/17 minutes,16/17 goals,16/17 games,16/17 assists
Attacking Midfield,Andrey Ivlev,180.0,right,Premier Liga,Fakel Voronezh,691.0,0.0,16.0,1.0,1215.0,2.0,18.0,0.0,1754.0,4.0,23.0,6.0,962.0,2.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,
Back,Johan Vásquez,185.0,left,Serie A,Genoa CFC,1123.0,0.0,14.0,0.0,2943.0,2.0,38.0,1.0,2187.0,1.0,29.0,0.0,2536.0,1.0,30.0,0.0,3361.0,1.0,39.0,1.0,1300.0,1.0,15.0,0.0,2202.0,2.0,29.0,0.0,2641.0,0.0,33.0,1.0,,,,
Forward,Israel Salazar,178.0,right,Liga Portugal,Estoril Praia,153.0,0.0,7.0,0.0,1771.0,6.0,31.0,3.0,1416.0,2.0,30.0,0.0,256.0,0.0,6.0,0.0,41.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,,,,,,,,,,,,
Back,Aurélio Buta,172.0,right,Ligue 1,Stade Reims,628.0,0.0,9.0,1.0,2397.0,1.0,41.0,3.0,1774.0,3.0,24.0,4.0,1357.0,0.0,21.0,3.0,1970.0,0.0,34.0,5.0,3173.0,2.0,35.0,6.0,1866.0,0.0,21.0,6.0,1400.0,0.0,17.0,1.0,2474.0,2.0,36.0,2.0
Left Winger,Óscar Perea,174.0,right,Ligue 1,RC Strasbourg Alsace,249.0,0.0,3.0,0.0,476.0,1.0,9.0,1.0,2189.0,7.0,44.0,4.0,15.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
Right Winger,Egor Ushakov,177.0,right,Premier Liga,CSKA Moscow,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,957.0,3.0,15.0,2.0,368.0,1.0,10.0,2.0,1175.0,2.0,16.0,5.0,240.0,2.0,3.0,0.0,,,,,,,,,,,,
Back,Gilles Dewaele,182.0,right,Jupiler Pro League,KV Kortrijk,562.0,0.0,9.0,0.0,795.0,0.0,26.0,1.0,705.0,0.0,11.0,0.0,2314.0,0.0,28.0,0.0,2697.0,3.0,32.0,3.0,2456.0,5.0,29.0,3.0,3129.0,0.0,35.0,2.0,2313.0,0.0,31.0,1.0,1921.0,0.0,30.0,0.0
Back,José Gayà,172.0,left,LaLiga,Valencia CF,189.0,0.0,3.0,1.0,1917.0,2.0,27.0,3.0,3015.0,1.0,34.0,4.0,2426.0,2.0,31.0,5.0,2862.0,1.0,34.0,7.0,2665.0,0.0,32.0,2.0,4398.0,1.0,49.0,4.0,3307.0,0.0,38.0,5.0,2215.0,1.0,30.0,3.0
Left Winger,Abde Rebbach,176.0,right,LaLiga,Deportivo Alavés,386.0,0.0,8.0,0.0,809.0,3.0,26.0,2.0,1239.0,3.0,25.0,1.0,,,,,805.0,2.0,14.0,2.0,,,,,,,,,,,,,,,,
Back,Tariq Lamptey,163.0,right,Premier League,Brighton & Hove Albion,188.0,1.0,4.0,1.0,1363.0,0.0,26.0,5.0,971.0,1.0,26.0,0.0,1671.0,0.0,32.0,2.0,890.0,1.0,11.0,1.0,2231.0,3.0,30.0,3.0,2550.0,1.0,31.0,3.0,2066.0,1.0,29.0,4.0,99.0,0.0,3.0,1.0
Back,Max Aarons,177.0,right,Premier League,AFC Bournemouth,15.0,0.0,1.0,0.0,1422.0,0.0,23.0,1.0,4040.0,1.0,48.0,2.0,2901.0,0.0,35.0,2.0,4167.0,2.0,47.0,2.0,3492.0,0.0,40.0,1.0,3845.0,3.0,43.0,6.0,2235.0,0.0,25.0,1.0,2570.0,2.0,32.0,0.0
Back,Volnei,188.0,right,Liga Portugal,Estoril Praia,,,,,2011.0,1.0,29.0,2.0,3075.0,2.0,35.0,3.0,1758.0,5.0,22.0,0.0,846.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,
Defensive Midfield,Leonel Bucca,190.0,left,Liga Portugal,CF Estrela Amadora,667.0,2.0,12.0,0.0,813.0,1.0,15.0,0.0,2209.0,3.0,31.0,3.0,497.0,1.0,16.0,0.0,1661.0,1.0,29.0,4.0,240.0,0.0,5.0,0.0,,,,,,,,,,,,
Left Winger,Yvandro Borges Sanches,180.0,right,Bundesliga,Borussia Mönchengladbach,,,,,693.0,0.0,19.0,3.0,1058.0,2.0,19.0,4.0,1566.0,6.0,20.0,5.0,111.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,
Defensive Midfield,Vladimir Moskvichev,178.0,right,Premier Liga,Akron Togliatti,618.0,1.0,11.0,0.0,1351.0,2.0,23.0,0.0,2387.0,0.0,32.0,1.0,2501.0,2.0,35.0,2.0,1438.0,1.0,19.0,1.0,961.0,2.0,14.0,1.0,883.0,0.0,16.0,0.0,2048.0,0.0,27.0,0.0,80.0,0.0,1.0,0.0
Central Midfield,Frank Anguissa,184.0,right,Serie A,SSC Napoli,1289.0,1.0,15.0,1.0,3421.0,1.0,41.0,3.0,3770.0,4.0,45.0,8.0,2363.0,0.0,33.0,2.0,2722.0,0.0,38.0,3.0,2833.0,2.0,39.0,2.0,1789.0,0.0,25.0,0.0,3265.0,0.0,56.0,0.0,2366.0,0.0,38.0,1.0
Back,Djibril Sidibé,183.0,right,Ligue 1,FC Toulouse,731.0,0.0,11.0,2.0,1767.0,2.0,25.0,0.0,983.0,0.0,17.0,3.0,1596.0,0.0,26.0,0.0,2272.0,0.0,34.0,2.0,2091.0,0.0,28.0,5.0,2543.0,0.0,32.0,4.0,2847.0,3.0,35.0,9.0,3819.0,3.0,47.0,8.0
Back,Alberto Dossena,195.0,right,Serie A,Como 1907,1051.0,0.0,12.0,1.0,3099.0,3.0,36.0,4.0,2012.0,0.0,28.0,0.0,2634.0,1.0,29.0,1.0,1744.0,2.0,27.0,0.0,2107.0,0.0,28.0,1.0,2289.0,0.0,29.0,0.0,703.0,1.0,12.0,0.0,1040.0,1.0,16.0,0.0
Back,Felix Agu,180.0,right,Bundesliga,SV Werder Bremen,887.0,2.0,12.0,0.0,1624.0,0.0,24.0,3.0,46.0,0.0,3.0,0.0,1716.0,0.0,27.0,3.0,775.0,2.0,18.0,1.0,2272.0,0.0,29.0,6.0,1072.0,2.0,15.0,2.0,1991.0,2.0,24.0,3.0,765.0,0.0,9.0,0.0
Defensive Midfield,Kirill Kaplenko,190.0,right,Premier Liga,FC Khimki,536.0,0.0,10.0,0.0,1888.0,2.0,33.0,2.0,1462.0,2.0,23.0,1.0,2303.0,1.0,29.0,2.0,2283.0,1.0,28.0,3.0,1418.0,0.0,17.0,3.0,1397.0,0.0,22.0,3.0,963.0,0.0,13.0,0.0,243.0,2.0,3.0,0.0
Back,Boyd Reith,176.0,right,Eredivisie,Sparta Rotterdam,785.0,0.0,11.0,0.0,3600.0,1.0,40.0,5.0,2896.0,1.0,36.0,1.0,3217.0,2.0,36.0,3.0,3328.0,0.0,37.0,7.0,1937.0,4.0,22.0,3.0,886.0,0.0,12.0,0.0,3535.0,0.0,42.0,3.0,482.0,0.0,7.0,0.0
Defensive Midfield,Skelly Alvero,202.0,right,Bundesliga,SV Werder Bremen,101.0,0.0,6.0,0.0,636.0,2.0,15.0,0.0,1933.0,2.0,33.0,1.0,1947.0,2.0,23.0,4.0,655.0,1.0,10.0,0.0,444.0,1.0,5.0,0.0,,,,,,,,,,,,
Defensive Midfield,Johnny Cardoso,186.0,right,LaLiga,Real Betis Balompié,964.0,0.0,15.0,1.0,1512.0,1.0,19.0,2.0,3349.0,2.0,49.0,2.0,2046.0,3.0,39.0,2.0,1770.0,2.0,34.0,0.0,871.0,0.0,21.0,1.0,15.0,0.0,1.0,0.0,,,,,,,,
Back,Tyrone Mings,196.0,left,Premier League,Aston Villa,201.0,0.0,3.0,0.0,31.0,0.0,1.0,0.0,3271.0,1.0,37.0,2.0,3278.0,1.0,37.0,3.0,3285.0,2.0,37.0,2.0,3173.0,2.0,36.0,2.0,1911.0,2.0,25.0,0.0,292.0,0.0,5.0,0.0,701.0,0.0,9.0,0.0
Back,Lasse Rosenboom,190.0,right,Bundesliga,Holstein Kiel,524.0,4.0,10.0,1.0,1551.0,0.0,25.0,4.0,2277.0,1.0,27.0,4.0,1929.0,1.0,25.0,1.0,,,,,1170.0,1.0,18.0,0.0,1710.0,1.0,19.0,3.0,,,,,,,,
Back,Sergey Bryzgalov,182.0,right,Premier Liga,Fakel Voronezh,525.0,0.0,9.0,0.0,1028.0,0.0,15.0,0.0,351.0,0.0,5.0,0.0,1460.0,1.0,20.0,0.0,2921.0,4.0,35.0,3.0,675.0,0.0,8.0,0.0,1503.0,1.0,21.0,0.0,2156.0,2.0,25.0,0.0,681.0,0.0,12.0,0.0
Central Midfield,Kévin Danois,172.0,right,Ligue 1,AJ Auxerre,679.0,0.0,11.0,0.0,1097.0,3.0,22.0,0.0,1457.0,2.0,21.0,0.0,1985.0,1.0,26.0,0.0,418.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,
Back,Jonathan Buatu,187.0,right,Liga Portugal,Gil Vicente FC,1080.0,0.0,12.0,1.0,1853.0,2.0,21.0,0.0,2194.0,2.0,26.0,0.0,1562.0,1.0,21.0,0.0,2510.0,1.0,30.0,0.0,1082.0,0.0,14.0,0.0,2362.0,0.0,28.0,1.0,1332.0,0.0,17.0,0.0,2257.0,2.0,28.0,0.0
Central Midfield,Ilija Vukotić,191.0,left,Liga Portugal,Boavista FC,808.0,2.0,11.0,0.0,1042.0,1.0,31.0,0.0,451.0,0.0,14.0,0.0,1099.0,1.0,25.0,1.0,1666.0,3.0,24.0,4.0,1209.0,1.0,24.0,1.0,593.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,536.0,0.0,12.0,2.0
Back,Mert Müldür,184.0,right,Süper Lig,Fenerbahce,1276.0,0.0,19.0,2.0,1392.0,1.0,31.0,4.0,58.0,0.0,3.0,0.0,2181.0,0.0,33.0,1.0,1770.0,0.0,29.0,1.0,1720.0,3.0,29.0,3.0,2892.0,1.0,41.0,6.0,2186.0,0.0,25.0,0.0,1469.0,3.0,17.0,0.0
Back,Omar Alderete,188.0,left,LaLiga,Getafe CF,1170.0,0.0,13.0,0.0,2457.0,0.0,35.0,1.0,2270.0,1.0,28.0,1.0,2845.0,2.0,34.0,0.0,1839.0,0.0,23.0,0.0,4231.0,4.0,48.0,1.0,1380.0,0.0,15.0,0.0,2068.0,1.0,23.0,0.0,90.0,0.0,1.0,1.0
Back,Mardochée Nzita,178.0,left,Jupiler Pro League,R Charleroi SC,170.0,0.0,7.0,0.0,2425.0,5.0,28.0,3.0,1225.0,1.0,19.0,1.0,1686.0,1.0,27.0,4.0,936.0,1.0,21.0,1.0,1124.0,0.0,16.0,0.0,270.0,0.0,4.0,0.0,,,,,,,,
Right Winger,Burak Kapacak,180.0,right,Süper Lig,Fenerbahce,,,,,1220.0,0.0,21.0,3.0,481.0,1.0,17.0,2.0,72.0,0.0,7.0,0.0,2854.0,7.0,34.0,7.0,1959.0,0.0,26.0,8.0,1173.0,0.0,20.0,0.0,270.0,0.0,3.0,0.0,,,,
Back,Christopher Operi,183.0,left,Ligue 1,Le Havre AC,900.0,0.0,10.0,2.0,2537.0,3.0,29.0,6.0,3150.0,2.0,35.0,2.0,1173.0,0.0,17.0,1.0,2298.0,1.0,27.0,2.0,2270.0,2.0,25.0,1.0,1983.0,0.0,25.0,0.0,269.0,0.0,3.0,0.0,1074.0,0.0,13.0,0.0
Back,Apostolos Konstantopoulos,188.0,right,Jupiler Pro League,Beerschot VA,1077.0,0.0,14.0,0.0,2568.0,3.0,30.0,3.0,2167.0,0.0,25.0,1.0,480.0,1.0,11.0,0.0,2191.0,0.0,26.0,0.0,2340.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Back,Nazım Sangaré,185.0,right,Süper Lig,Göztepe,395.0,0.0,7.0,1.0,1569.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,1638.0,1.0,29.0,4.0,1859.0,1.0,22.0,1.0,2136.0,1.0,24.0,2.0,2880.0,2.0,32.0,4.0,2643.0,0.0,32.0,8.0,2589.0,2.0,36.0,3.0
Defensive Midfield,Oriol Romeu,183.0,right,LaLiga,Girona FC,724.0,0.0,12.0,0.0,1435.0,0.0,37.0,1.0,3207.0,2.0,36.0,0.0,3242.0,2.0,42.0,3.0,1947.0,1.0,23.0,1.0,2400.0,0.0,36.0,0.0,2329.0,1.0,33.0,0.0,3276.0,1.0,40.0,0.0,3866.0,1.0,46.0,1.0
Central Midfield,Mevlüt Han Ekelik,182.0,right,Süper Lig,Antalyaspor,,,,,46.0,0.0,2.0,0.0,536.0,3.0,9.0,0.0,866.0,2.0,11.0,0.0,1428.0,3.0,21.0,1.0,14.0,0.0,2.0,0.0,,,,,,,,,,,,
Back,Arnau Martínez,182.0,right,LaLiga,Girona FC,1231.0,2.0,16.0,2.0,1567.0,0.0,26.0,3.0,2856.0,3.0,35.0,4.0,3704.0,2.0,42.0,6.0,1657.0,1.0,20.0,2.0,,,,,,,,,,,,,,,,
Central Midfield,Magnus Kofod Andersen,170.0,right,Serie A,Venezia FC,551.0,1.0,10.0,1.0,844.0,0.0,24.0,2.0,1222.0,0.0,27.0,4.0,2629.0,1.0,34.0,0.0,2748.0,4.0,32.0,4.0,3133.0,1.0,37.0,2.0,2926.0,1.0,36.0,3.0,2688.0,0.0,34.0,2.0,1414.0,0.0,20.0,0.0
Central Midfield,Florent Sanchez,178.0,right,Ligue 1,Olympique Lyon,250.0,1.0,3.0,0.0,578.0,2.0,15.0,0.0,1121.0,1.0,19.0,1.0,2227.0,2.0,28.0,11.0,675.0,0.0,9.0,1.0,872.0,2.0,12.0,2.0,20.0,0.0,3.0,0.0,,,,,,,,
Back,Çağlar Söyüncü,185.0,both,Süper Lig,Fenerbahce,1316.0,1.0,17.0,0.0,1299.0,2.0,25.0,1.0,709.0,1.0,9.0,0.0,3593.0,1.0,41.0,0.0,2473.0,1.0,32.0,0.0,3649.0,1.0,42.0,1.0,805.0,0.0,11.0,0.0,2440.0,1.0,30.0,0.0,2160.0,0.0,25.0,1.0
Back,Rico Lewis,169.0,right,Premier League,Manchester City,1567.0,0.0,19.0,4.0,1608.0,2.0,27.0,4.0,1786.0,1.0,27.0,0.0,2927.0,5.0,37.0,3.0,211.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,
Back,Séamus Coleman,177.0,right,Premier League,Everton FC,157.0,0.0,2.0,0.0,863.0,0.0,15.0,0.0,1879.0,1.0,26.0,0.0,2971.0,1.0,34.0,0.0,2115.0,0.0,31.0,3.0,2082.0,0.0,30.0,1.0,2650.0,2.0,30.0,2.0,1035.0,0.0,12.0,1.0,2497.0,4.0,28.0,3.0
Central Midfield,Lewis Miley,189.0,right,Premier League,Newcastle United,1.0,0.0,1.0,0.0,2063.0,2.0,30.0,4.0,1310.0,4.0,17.0,6.0,2064.0,2.0,26.0,2.0,,,,,,,,,,,,,,,,,,,,
Back,Nikita Chernov,188.0,right,Premier Liga,Spartak Moscow,413.0,0.0,6.0,0.0,1827.0,0.0,29.0,1.0,2149.0,1.0,33.0,0.0,1719.0,1.0,23.0,1.0,2762.0,3.0,37.0,3.0,2070.0,1.0,23.0,1.0,1591.0,1.0,19.0,0.0,1356.0,0.0,17.0,0.0,2595.0,1.0,33.0,0.0
Back,Antonio Candela,185.0,right,Serie A,Venezia FC,776.0,0.0,10.0,1.0,3445.0,1.0,41.0,3.0,2090.0,2.0,30.0,3.0,2319.0,4.0,28.0,2.0,2365.0,0.0,30.0,0.0,779.0,0.0,13.0,0.0,2132.0,0.0,25.0,2.0,2127.0,0.0,26.0,3.0,2470.0,1.0,29.0,1.0
Defensive Midfield,Rani Khedira,189.0,right,Bundesliga,1.FC Union Berlin,1162.0,0.0,13.0,0.0,1721.0,0.0,25.0,0.0,4088.0,2.0,46.0,0.0,3835.0,0.0,45.0,1.0,2004.0,1.0,29.0,0.0,2680.0,0.0,33.0,2.0,3022.0,4.0,34.0,1.0,2370.0,1.0,31.0,1.0,157.0,0.0,10.0,0.0
Back,Frans Krätzig,177.0,left,Bundesliga,VfB Stuttgart,353.0,0.0,6.0,1.0,1750.0,3.0,27.0,5.0,2032.0,2.0,32.0,3.0,227.0,2.0,6.0,1.0,164.0,0.0,5.0,3.0,649.0,1.0,13.0,1.0,,,,,,,,,,,,
Central Midfield,Eduardo Camavinga,182.0,left,LaLiga,Real Madrid,579.0,0.0,9.0,1.0,2824.0,0.0,46.0,4.0,3577.0,0.0,59.0,2.0,1870.0,2.0,46.0,2.0,2743.0,1.0,39.0,3.0,2783.0,1.0,36.0,2.0,1380.0,4.0,20.0,0.0,,,,,,,,
Central Midfield,Metinho,178.0,right,Eredivisie,Sparta Rotterdam,369.0,0.0,10.0,0.0,1553.0,2.0,28.0,1.0,1965.0,4.0,27.0,3.0,599.0,2.0,8.0,1.0,24.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
Back,Bernardo,186.0,left,Bundesliga,VfL Bochum,26.0,0.0,1.0,0.0,3135.0,1.0,35.0,0.0,1985.0,0.0,27.0,0.0,1158.0,1.0,25.0,3.0,1113.0,2.0,22.0,2.0,787.0,0.0,16.0,0.0,2260.0,0.0,27.0,1.0,1850.0,1.0,27.0,1.0,2821.0,3.0,32.0,1.0
Back,Dante,188.0,left,Ligue 1,OGC Nice,989.0,0.0,12.0,0.0,3101.0,1.0,35.0,1.0,4440.0,1.0,49.0,2.0,3233.0,0.0,38.0,1.0,955.0,2.0,11.0,1.0,2250.0,1.0,25.0,1.0,3347.0,1.0,37.0,1.0,4270.0,2.0,48.0,1.0,3510.0,0.0,39.0,3.0
Central Midfield,Hamza el Dahri,177.0,right,Eredivisie,Sparta Rotterdam,814.0,1.0,10.0,5.0,798.0,3.0,16.0,0.0,2267.0,3.0,32.0,1.0,1276.0,1.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,
Central Midfield,Ismael Silva,172.0,right,Premier Liga,Akhmat Grozny,925.0,0.0,17.0,0.0,,,,,,,,,3101.0,1.0,35.0,3.0,1848.0,1.0,28.0,4.0,2718.0,1.0,31.0,2.0,2396.0,2.0,30.0,5.0,2082.0,3.0,25.0,6.0,537.0,0.0,8.0,1.0
Left Winger,Jordhy Thompson,161.0,left,Premier Liga,FC Orenburg,261.0,0.0,11.0,0.0,780.0,2.0,12.0,1.0,1374.0,6.0,27.0,2.0,11.0,0.0,2.0,0.0,33.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,
Back,Bryan Goncalves,190.0,left,Jupiler Pro League,FCV Dender EH,642.0,0.0,9.0,0.0,2640.0,1.0,31.0,5.0,2131.0,0.0,26.0,0.0,2680.0,3.0,30.0,0.0,706.0,1.0,8.0,0.0,817.0,0.0,10.0,0.0,,,,,1215.0,2.0,14.0,0.0,120.0,1.0,1.0,0.0
Back,Alberto Moreno,171.0,left,Serie A,Como 1907,1189.0,0.0,14.0,0.0,1938.0,2.0,33.0,3.0,1545.0,0.0,28.0,2.0,1813.0,6.0,35.0,4.0,238.0,0.0,9.0,0.0,1594.0,0.0,19.0,0.0,344.0,0.0,5.0,0.0,2097.0,0.0,27.0,3.0,838.0,0.0,18.0,1.0
Back,Omar Traoré,187.0,right,Bundesliga,1.FC Heidenheim 1846,1218.0,0.0,17.0,2.0,2568.0,0.0,32.0,5.0,3173.0,3.0,38.0,6.0,2732.0,2.0,36.0,2.0,970.0,0.0,20.0,0.0,2456.0,1.0,31.0,3.0,1331.0,2.0,24.0,3.0,886.0,0.0,11.0,4.0,1204.0,0.0,24.0,0.0
Back,Dodô,166.0,right,Serie A,ACF Fiorentina,1416.0,0.0,18.0,1.0,1345.0,0.0,19.0,0.0,3617.0,1.0,50.0,4.0,2295.0,0.0,26.0,4.0,2970.0,2.0,34.0,7.0,2639.0,3.0,34.0,6.0,1026.0,2.0,12.0,2.0,183.0,0.0,3.0,0.0,1412.0,0.0,19.0,0.0
Central Midfield,Joel Chima Fujita,175.0,right,Jupiler Pro League,Sint-Truidense VV,1169.0,0.0,14.0,1.0,1268.0,1.0,27.0,2.0,989.0,2.0,22.0,0.0,1898.0,1.0,39.0,2.0,1783.0,1.0,33.0,1.0,3230.0,3.0,41.0,4.0,109.0,0.0,4.0,0.0,,,,,,,,
Back,Riccieli,187.0,right,Liga Portugal,FC Famalicão,406.0,0.0,6.0,0.0,2046.0,2.0,27.0,1.0,3446.0,0.0,39.0,0.0,2484.0,3.0,28.0,0.0,1821.0,1.0,26.0,0.0,2221.0,1.0,31.0,0.0,1194.0,1.0,14.0,0.0,67.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Back,Ilya Rozhkov,180.0,right,Premier Liga,Rubin Kazan,1323.0,2.0,17.0,1.0,1486.0,1.0,21.0,2.0,1333.0,1.0,17.0,3.0,2124.0,4.0,27.0,1.0,1048.0,0.0,13.0,5.0,,,,,,,,,,,,,,,,
Defensive Midfield,Cyril Mandouki,180.0,right,Süper Lig,Gaziantep FK,374.0,0.0,9.0,0.0,3330.0,0.0,38.0,2.0,2789.0,1.0,36.0,2.0,1539.0,1.0,22.0,0.0,3023.0,1.0,36.0,0.0,2986.0,1.0,33.0,1.0,2987.0,1.0,35.0,2.0,3029.0,1.0,38.0,2.0,2425.0,2.0,30.0,0.0
Back,Kenny Tete,180.0,right,Premier League,Fulham FC,1031.0,0.0,12.0,1.0,1235.0,1.0,19.0,0.0,2838.0,1.0,36.0,5.0,1340.0,2.0,20.0,1.0,1717.0,0.0,26.0,2.0,1655.0,0.0,28.0,1.0,1725.0,0.0,22.0,3.0,2407.0,1.0,31.0,5.0,1907.0,3.0,23.0,2.0
Defensive Midfield,Louis Mouton,180.0,right,Ligue 1,AS Saint-Étienne,507.0,0.0,10.0,0.0,1958.0,2.0,30.0,3.0,1154.0,4.0,22.0,2.0,1820.0,2.0,23.0,1.0,90.0,0.0,1.0,0.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Back,Dayot Upamecano,186.0,right,Bundesliga,Bayern Munich,1517.0,1.0,17.0,0.0,2360.0,1.0,33.0,0.0,3386.0,1.0,43.0,2.0,3014.0,1.0,38.0,6.0,3408.0,1.0,41.0,1.0,3183.0,0.0,38.0,2.0,1852.0,0.0,22.0,0.0,3395.0,3.0,41.0,0.0,2449.0,0.0,33.0,2.0
Back,Thalisson,185.0,right,Süper Lig,Antalyaspor,1080.0,1.0,12.0,0.0,1808.0,0.0,20.0,0.0,3188.0,3.0,38.0,1.0,3146.0,1.0,40.0,1.0,2087.0,2.0,26.0,0.0,1002.0,0.0,14.0,0.0,90.0,0.0,1.0,0.0,2350.0,1.0,27.0,0.0,144.0,0.0,3.0,0.0
Back,Emir Ortakaya,185.0,left,Jupiler Pro League,KVC Westerlo,135.0,0.0,2.0,0.0,2389.0,3.0,31.0,2.0,2844.0,1.0,33.0,0.0,2081.0,3.0,28.0,1.0,1154.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,
Back,Lorenz Assignon,181.0,right,Ligue 1,Stade Rennais FC,607.0,0.0,11.0,1.0,2706.0,3.0,36.0,4.0,710.0,2.0,20.0,1.0,843.0,0.0,26.0,3.0,1440.0,1.0,16.0,3.0,1558.0,2.0,19.0,0.0,360.0,0.0,4.0,0.0,,,,,,,,
Back,Fabiano Parisi,178.0,left,Serie A,ACF Fiorentina,546.0,1.0,11.0,1.0,1954.0,0.0,33.0,2.0,2954.0,2.0,34.0,2.0,1475.0,0.0,25.0,1.0,1737.0,1.0,22.0,2.0,2590.0,4.0,32.0,1.0,3575.0,0.0,41.0,2.0,1565.0,0.0,22.0,1.0,,,,
Back,Derick Poloni,173.0,left,Liga Portugal,SC Farense,486.0,0.0,7.0,1.0,1600.0,1.0,29.0,2.0,1793.0,1.0,28.0,0.0,770.0,3.0,22.0,1.0,1979.0,0.0,24.0,1.0,2086.0,1.0,28.0,2.0,2572.0,1.0,34.0,2.0,2569.0,1.0,36.0,3.0,,,,
Defensive Midfield,Nemanja Matic,194.0,left,Ligue 1,Olympique Lyon,782.0,0.0,12.0,0.0,3000.0,0.0,38.0,3.0,3114.0,2.0,50.0,3.0,1667.0,0.0,32.0,4.0,1999.0,0.0,36.0,1.0,2561.0,1.0,34.0,3.0,3337.0,1.0,38.0,0.0,4156.0,2.0,49.0,2.0,3148.0,2.0,40.0,8.0
Back,Conor Townsend,183.0,left,Premier League,Ipswich Town,91.0,0.0,2.0,1.0,3428.0,0.0,46.0,5.0,3956.0,3.0,48.0,3.0,3900.0,0.0,44.0,2.0,2415.0,0.0,27.0,2.0,2169.0,1.0,30.0,1.0,1617.0,0.0,19.0,2.0,2838.0,4.0,36.0,6.0,2901.0,0.0,32.0,4.0
Defensive Midfield,Baptiste Santamaria,183.0,right,Ligue 1,Stade Rennais FC,479.0,0.0,9.0,2.0,2684.0,0.0,42.0,2.0,2095.0,3.0,30.0,0.0,3391.0,2.0,47.0,2.0,2568.0,1.0,34.0,2.0,2716.0,1.0,30.0,1.0,3457.0,1.0,40.0,0.0,2733.0,0.0,33.0,0.0,3615.0,0.0,43.0,0.0
Back,Daam Foulon,180.0,left,Jupiler Pro League,KV Mechelen,1327.0,2.0,15.0,5.0,3573.0,3.0,41.0,4.0,2027.0,2.0,32.0,1.0,1976.0,1.0,30.0,4.0,1080.0,0.0,25.0,0.0,1905.0,0.0,23.0,3.0,1483.0,0.0,19.0,4.0,810.0,0.0,9.0,3.0,180.0,0.0,2.0,0.0
Back,Leopold Querfeld,190.0,right,Bundesliga,1.FC Union Berlin,379.0,0.0,10.0,0.0,3390.0,3.0,38.0,1.0,2148.0,2.0,27.0,0.0,2094.0,0.0,27.0,0.0,2465.0,2.0,28.0,0.0,110.0,1.0,4.0,0.0,76.0,0.0,1.0,0.0,,,,,,,,
Attacking Midfield,Victor Hugo,182.0,left,Süper Lig,Göztepe,206.0,0.0,8.0,0.0,455.0,0.0,22.0,0.0,1990.0,4.0,47.0,2.0,1739.0,4.0,42.0,3.0,,,,,,,,,,,,,,,,,,,,
Central Midfield,Patrick Osterhage,186.0,left,Bundesliga,SC Freiburg,1014.0,0.0,13.0,1.0,1979.0,2.0,27.0,2.0,1068.0,0.0,25.0,0.0,726.0,0.0,15.0,2.0,288.0,1.0,8.0,1.0,,,,,922.0,0.0,12.0,3.0,1632.0,0.0,21.0,4.0,2238.0,5.0,28.0,3.0
Defensive Midfield,Harry Winks,178.0,right,Premier League,Leicester City,956.0,1.0,12.0,3.0,4233.0,2.0,48.0,0.0,1719.0,0.0,20.0,0.0,1698.0,1.0,30.0,2.0,1997.0,2.0,30.0,2.0,3078.0,0.0,41.0,0.0,2718.0,1.0,41.0,0.0,1501.0,0.0,25.0,1.0,1298.0,1.0,33.0,1.0
Right Midfield,Manuel Lazzari,174.0,right,Serie A,SS Lazio,731.0,0.0,12.0,2.0,2249.0,0.0,33.0,2.0,2468.0,0.0,37.0,1.0,2122.0,3.0,39.0,3.0,3062.0,2.0,39.0,6.0,3275.0,1.0,40.0,4.0,2932.0,0.0,34.0,9.0,3178.0,2.0,38.0,1.0,3490.0,0.0,41.0,7.0
